C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_19_872.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_19_872.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_19_872.jpg,0,0,0,3.117473
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_19_977.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_19_977.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_19_977.jpg,0,0,0,3.086185
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_082.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_082.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_082.jpg,0,0,0,3.055214
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_188.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_188.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_188.jpg,0,0.3176407,0,3.369295
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_290.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_290.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_290.jpg,0,0.624006,0,3.998411
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_403.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_403.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_403.jpg,0,0.9639266,0,4.982582
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_504.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_504.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_504.jpg,0,1,0,6.136921
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_613.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_613.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_613.jpg,0,1,0,7.509683
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_717.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_717.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_717.jpg,0,1,0,8.641291
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_821.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_821.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_821.jpg,0,1,0,9.762068
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_20_924.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_20_924.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_20_924.jpg,0,1,0,10.87174
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_032.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_032.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_032.jpg,0,0.6763286,0,11.45308
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_140.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_140.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_140.jpg,0,0.3669887,0,12.32985
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_246.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_246.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_246.jpg,0,0.05379404,0,12.40244
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_352.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_352.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_352.jpg,0,0.3713486,0,12.52507
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_452.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_452.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_452.jpg,0,0.6783392,0,13.0161
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_553.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_553.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_553.jpg,0,0.9834347,0,14.19745
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_653.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_653.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_653.jpg,0,0.6723017,0,14.79701
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_754.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_754.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_754.jpg,0,0.3713848,0,15.33989
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_860.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_860.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_860.jpg,0,0.3585735,0,15.47174
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_21_964.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_21_964.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_21_964.jpg,0,0.6690088,0,16.06056
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_062.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_062.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_062.jpg,0,0.9815397,0,16.84245
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_162.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_162.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_162.jpg,0,1,0,18.00432
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_265.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_265.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_265.jpg,0,1,0,19.23638
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_367.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_367.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_367.jpg,0,0.695865,0,19.87827
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_470.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_470.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_470.jpg,0,0.3855464,0,20.42388
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_572.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_572.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_572.jpg,0,0.07992418,0,20.15079
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_672.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_672.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_672.jpg,0,0,0,20.26493
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_771.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_771.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_771.jpg,0,0,0,19.72434
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_876.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_876.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_876.jpg,0,0,0,19.87556
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_22_975.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_22_975.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_22_975.jpg,0,0,0,19.30378
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_23_23_239.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_23_23_239.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_23_23_239.jpg,0,0,0,19.55833
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_10_614.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_10_614.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_10_614.jpg,0,0,0,6.620919
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_10_723.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_10_723.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_10_723.jpg,0,0,0,6.553093
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_10_813.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_10_813.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_10_813.jpg,0,0,0,6.485949
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_10_907.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_10_907.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_10_907.jpg,0,0,0,6.432724
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_004.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_004.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_004.jpg,0,0,0,6.366795
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_097.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_097.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_097.jpg,0,0,0,6.301529
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_193.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_193.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_193.jpg,0,0,0,6.23692
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_288.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_288.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_288.jpg,0,0,0,6.172959
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_390.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_390.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_390.jpg,0,0,0,6.109639
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_485.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_485.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_485.jpg,0,0,0,6.059442
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_579.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_579.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_579.jpg,0,0,0,5.997261
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_674.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_674.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_674.jpg,0,0,0,5.935703
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_774.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_774.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_774.jpg,-0.25,0.2973192,0,6.208467
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_871.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_871.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_871.jpg,-0.5000001,0.5921612,0,6.808159
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_11_965.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_11_965.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_11_965.jpg,-0.7,0.8716964,0,7.524707
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_060.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_060.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_060.jpg,-0.9500002,1,0,8.534401
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_155.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_155.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_155.jpg,-1,1,0,9.550346
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_253.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_253.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_253.jpg,-1,1,0,10.60146
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_355.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_355.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_355.jpg,0,0.6907768,0,11.14169
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_453.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_453.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_453.jpg,0,0.3995245,0,11.1244
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_567.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_567.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_567.jpg,0,0.1145748,0,11.72738
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_667.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_667.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_667.jpg,0,0,0,11.27782
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_760.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_760.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_760.jpg,0,0.2948284,0,11.76797
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_857.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_857.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_857.jpg,0,0.5767196,0,12.21916
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_12_957.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_12_957.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_12_957.jpg,0,0.2852975,0,12.27639
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_054.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_054.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_054.jpg,0,0,0,12.56177
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_157.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_157.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_157.jpg,0,0,0,12.46338
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_284.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_284.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_284.jpg,0,0,0,12.31855
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_347.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_347.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_347.jpg,0,0,0,12.22119
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_443.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_443.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_443.jpg,0,0,0,11.58136
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_540.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_540.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_540.jpg,0,0.2784749,0,12.30208
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_633.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_633.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_633.jpg,0,0.5644259,0,12.63542
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_730.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_730.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_730.jpg,0,0.855335,0,13.54653
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_822.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_822.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_822.jpg,0,0.5537725,0,13.89054
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_13_917.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_13_917.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_13_917.jpg,0,0.2640381,0,13.88792
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_015.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_015.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_015.jpg,0,0,0,14.32362
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_116.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_116.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_116.jpg,0,0,0,13.6212
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_218.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_218.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_218.jpg,0,0.2962035,0,14.36724
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_318.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_318.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_318.jpg,0,0.5909786,0,14.76575
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_418.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_418.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_418.jpg,0,0.9008555,0,15.7004
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_492.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_492.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_492.jpg,0,1,0,16.52276
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_596.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_596.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_596.jpg,0,1,0,17.78214
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_693.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_693.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_693.jpg,0,1,0,18.63899
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_791.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_791.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_791.jpg,0,1,0,19.80307
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_885.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_885.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_885.jpg,-0.2,1,0,20.58321
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_14_985.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_14_985.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_14_985.jpg,-0.45,1,0,21.40673
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_088.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_088.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_088.jpg,0,0.6918234,0,22.12175
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_186.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_186.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_186.jpg,0,0.3945075,0,22.35448
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_288.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_288.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_288.jpg,0,0.08765966,0,22.21877
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_383.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_383.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_383.jpg,0,0,0,22.01718
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_482.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_482.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_482.jpg,0,0,0,21.97757
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_582.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_582.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_582.jpg,0,0,0,21.50839
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_676.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_676.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_676.jpg,0,0.2829244,0,21.84395
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_775.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_775.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_775.jpg,0,0.5812121,0,22.1265
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_877.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_877.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_877.jpg,0,0.2787729,0,22.42946
C:\Users\KIIT\Desktop\self\IMG\center_2020_01_03_15_26_15_977.jpg,C:\Users\KIIT\Desktop\self\IMG\left_2020_01_03_15_26_15_977.jpg,C:\Users\KIIT\Desktop\self\IMG\right_2020_01_03_15_26_15_977.jpg,0,0,0,22.0617
